order_id,customer_id,seller_id,order_date,ship_date,delivery_date,status
1500,262,9,2024-08-23,2024-09-02,2024-09-11,delivered
1501,16,4,2023-07-04,2023-07-11,2023-07-17,shipped
1502,111,12,2024-01-16,,,delivered
1503,5,11,2024-12-05,,,delivered
1504,239,19,2025-03-25,2025-03-29,2025-04-05,shipped
1505,109,17,2023-08-11,,,shipped
1506,312,3,2024-08-10,2024-08-17,2024-08-24,delivered
1507,164,7,2023-07-21,,,delivered
1508,24,9,2024-03-07,,,delivered
1509,308,11,2024-08-28,2024-09-07,,created
1510,402,19,2023-01-05,2023-01-10,,returned
1511,19,18,2025-07-29,2025-08-04,2025-08-06,delivered
1512,425,14,2025-01-10,2025-01-16,2025-01-23,paid
1513,397,11,2024-05-20,2024-05-27,2024-06-04,delivered
1514,329,4,2025-05-13,2025-05-23,,shipped
1515,423,1,2023-05-23,,,delivered
1516,353,14,2023-08-20,,,paid
1517,462,12,2025-04-15,2025-04-16,2025-04-17,shipped
1518,402,2,2023-04-24,,,delivered
1519,136,11,2024-12-05,2024-12-18,2024-12-21,cancelled
1520,299,15,2023-05-03,,,cancelled
1521,386,19,2025-06-28,2025-07-05,2025-07-07,delivered
1522,124,19,2024-05-04,2024-05-09,2024-05-17,shipped
1523,136,10,2024-12-29,,,delivered
1524,447,8,2024-11-06,2024-11-20,2024-11-22,paid
1525,254,2,2023-08-06,,,shipped
1526,420,13,2023-07-12,2023-07-18,2023-07-28,delivered
1527,264,11,2025-02-17,2025-03-01,2025-03-04,delivered
1528,55,5,2023-08-13,2023-08-20,2023-08-30,delivered
1529,400,13,2023-07-12,,,delivered
1530,352,10,2025-09-01,2025-09-12,,delivered
1531,55,4,2023-09-04,,,delivered
1532,137,1,2024-05-02,2024-05-10,2024-05-12,cancelled
1533,44,12,2024-03-17,2024-03-24,2024-04-02,delivered
1534,226,9,2024-01-14,,,delivered
1535,375,14,2023-07-18,2023-07-25,2023-07-30,delivered
1536,253,17,2024-03-19,,,created
1537,128,4,2023-08-13,,,cancelled
1538,295,9,2023-09-02,,,paid
1539,116,20,2024-12-17,2024-12-24,2024-12-28,delivered
1540,451,9,2024-05-22,2024-06-04,2024-06-09,delivered
1541,148,1,2023-04-07,,,cancelled
1542,319,16,2025-01-26,2025-02-07,2025-02-13,delivered
1543,86,6,2023-12-07,2023-12-10,2023-12-18,delivered
1544,11,6,2025-09-24,2025-09-26,2025-09-27,delivered
1545,497,16,2024-08-20,,,cancelled
1546,242,4,2023-02-16,2023-02-26,2023-03-03,delivered
1547,269,17,2023-06-21,2023-07-04,,delivered
1548,377,11,2024-04-08,2024-04-14,2024-04-19,delivered
1549,130,12,2024-04-14,,,delivered
1550,364,11,2025-07-01,2025-07-12,2025-07-22,delivered
1551,139,17,2025-01-15,2025-01-18,2025-01-22,delivered
1552,73,12,2024-05-24,,,delivered
1553,357,14,2024-01-04,2024-01-06,2024-01-13,delivered
1554,495,9,2025-06-17,2025-06-26,2025-07-04,returned
1555,449,17,2023-06-29,2023-07-10,2023-07-16,delivered
1556,214,9,2023-11-13,,,delivered
1557,360,11,2025-05-04,2025-05-11,2025-05-21,returned
1558,406,12,2023-10-23,,,created
1559,475,5,2024-04-22,2024-05-01,2024-05-11,delivered
1560,84,10,2024-05-13,2024-05-26,2024-06-03,created
1561,145,19,2023-05-07,,,delivered
1562,221,12,2024-11-07,2024-11-08,2024-11-14,cancelled
1563,403,17,2024-11-12,2024-11-21,2024-11-23,delivered
1564,74,7,2024-03-18,2024-03-20,2024-03-21,delivered
1565,182,8,2025-04-11,2025-04-18,2025-04-20,cancelled
1566,472,10,2024-09-03,2024-09-13,2024-09-19,delivered
1567,72,7,2023-09-14,,,delivered
1568,155,10,2023-03-29,2023-04-09,2023-04-12,delivered
1569,449,14,2023-04-09,,,delivered
1570,161,17,2025-08-15,2025-08-21,2025-08-28,delivered
1571,493,14,2024-04-17,,,delivered
1572,491,14,2023-04-01,2023-04-11,2023-04-15,delivered
1573,192,5,2024-09-27,2024-10-07,2024-10-08,delivered
1574,202,5,2024-02-17,2024-02-25,2024-03-05,delivered
1575,28,3,2023-02-26,2023-03-09,,delivered
1576,421,10,2024-08-02,2024-08-08,2024-08-10,delivered
1577,346,17,2025-01-27,2025-02-08,2025-02-11,delivered
1578,496,16,2023-05-20,2023-05-31,2023-06-03,delivered
1579,160,1,2025-04-04,2025-04-16,2025-04-18,created
1580,310,4,2024-06-16,,,shipped
1581,243,1,2025-05-02,2025-05-09,,paid
1582,208,16,2023-07-08,2023-07-22,2023-07-27,delivered
1583,349,15,2025-05-29,2025-05-31,2025-06-01,paid
1584,420,8,2023-06-24,2023-07-06,2023-07-14,delivered
1585,149,4,2025-09-09,2025-09-15,2025-09-22,delivered
1586,410,4,2024-04-20,2024-04-27,,shipped
1587,62,19,2024-02-03,,,delivered
1588,331,20,2024-03-31,,,cancelled
1589,493,5,2024-04-24,2024-05-02,2024-05-05,delivered
1590,439,17,2023-08-04,2023-08-16,2023-08-25,paid
1591,336,5,2023-12-27,2024-01-06,2024-01-09,shipped
1592,391,10,2025-08-03,2025-08-17,2025-08-24,returned
1593,311,6,2024-08-12,2024-08-21,2024-08-30,shipped
1594,358,11,2024-08-25,2024-08-31,2024-09-07,paid
1595,16,6,2023-08-26,,,paid
1596,479,16,2023-11-28,2023-12-11,2023-12-15,paid
1597,451,6,2025-01-15,2025-01-28,2025-01-30,paid
1598,129,4,2023-02-08,2023-02-10,2023-02-16,delivered
1599,431,1,2025-08-03,,,paid
1600,231,13,2023-05-17,2023-05-27,2023-05-31,shipped
1601,225,10,2023-08-19,2023-08-22,2023-08-31,delivered
1602,99,3,2024-08-19,,,returned
1603,50,7,2023-02-04,2023-02-05,2023-02-12,delivered
1604,443,3,2023-12-15,,,delivered
1605,467,17,2024-05-23,,,shipped
1606,424,16,2024-05-27,2024-06-06,2024-06-09,delivered
1607,225,14,2024-10-02,2024-10-04,2024-10-07,delivered
1608,153,4,2023-05-01,2023-05-02,2023-05-08,created
1609,421,10,2025-08-02,2025-08-09,2025-08-11,cancelled
1610,81,10,2023-03-18,2023-03-22,2023-04-01,delivered
1611,205,20,2023-02-28,2023-03-02,2023-03-07,delivered
1612,17,11,2024-03-07,2024-03-13,2024-03-14,paid
1613,281,11,2025-08-04,2025-08-05,2025-08-07,delivered
1614,289,20,2024-12-20,2025-01-02,,returned
1615,487,14,2024-09-04,2024-09-06,2024-09-14,cancelled
1616,139,2,2023-04-17,,,delivered
1617,333,12,2024-03-17,2024-03-30,2024-04-03,created
1618,29,1,2025-03-03,2025-03-07,2025-03-14,delivered
1619,378,1,2024-07-19,2024-07-26,2024-07-29,delivered
1620,219,18,2023-05-22,,,paid
1621,316,12,2023-12-27,,,delivered
1622,30,8,2023-08-26,,,created
1623,212,18,2024-08-04,,,delivered
1624,448,8,2025-04-12,,,paid
1625,225,6,2023-10-17,,,delivered
1626,336,8,2023-10-27,,,delivered
1627,337,4,2024-11-03,,,shipped
1628,279,7,2024-05-21,2024-06-04,2024-06-08,delivered
1629,155,12,2025-03-09,2025-03-23,2025-04-01,cancelled
1630,164,18,2024-05-30,,,delivered
1631,211,20,2024-05-12,2024-05-16,2024-05-25,shipped
1632,380,18,2023-08-04,,,delivered
1633,404,5,2023-02-06,2023-02-18,2023-02-26,returned
1634,11,16,2025-05-06,,,shipped
1635,197,10,2025-04-27,2025-04-28,2025-05-08,delivered
1636,10,13,2024-01-29,2024-02-02,2024-02-05,delivered
1637,273,2,2024-11-07,2024-11-16,2024-11-17,cancelled
1638,387,11,2025-08-02,2025-08-07,2025-08-17,shipped
1639,15,11,2025-01-13,2025-01-20,2025-01-21,delivered
1640,284,13,2025-09-02,2025-09-13,2025-09-22,delivered
1641,294,19,2025-02-26,2025-03-01,2025-03-09,delivered
1642,474,8,2023-05-16,2023-05-21,2023-05-26,paid
1643,128,18,2023-10-30,2023-11-06,,shipped
1644,138,9,2025-03-12,2025-03-25,2025-03-27,delivered
1645,339,11,2025-05-06,2025-05-09,2025-05-10,delivered
1646,239,2,2025-09-16,2025-09-27,2025-10-01,delivered
1647,297,3,2023-10-11,2023-10-20,2023-10-22,delivered
1648,133,9,2023-09-23,2023-09-26,2023-09-29,paid
1649,317,2,2023-08-27,,,created
1650,351,17,2025-05-31,2025-06-06,,delivered
1651,32,9,2025-09-25,2025-10-06,2025-10-12,delivered
1652,23,20,2023-08-29,2023-08-31,2023-09-02,delivered
1653,122,7,2023-11-30,2023-12-14,2023-12-21,paid
1654,219,10,2023-05-27,,,delivered
1655,185,11,2025-09-25,2025-10-06,2025-10-11,delivered
1656,83,12,2023-02-15,2023-02-18,2023-02-19,paid
1657,109,11,2024-06-07,2024-06-19,2024-06-29,delivered
1658,482,7,2024-01-23,2024-01-24,2024-01-27,delivered
1659,333,3,2025-09-05,,,cancelled
1660,115,19,2024-05-30,2024-06-10,2024-06-17,delivered
1661,63,17,2025-03-28,,,delivered
1662,269,17,2024-03-27,2024-03-31,2024-04-05,cancelled
1663,169,8,2025-03-29,2025-04-04,2025-04-10,delivered
1664,60,8,2024-03-31,2024-04-07,2024-04-13,delivered
1665,40,12,2024-10-31,2024-11-04,2024-11-11,shipped
1666,424,5,2025-08-05,2025-08-18,2025-08-28,delivered
1667,311,9,2025-03-25,2025-03-31,,delivered
1668,259,5,2024-08-12,2024-08-25,2024-08-28,cancelled
1669,8,6,2023-05-04,2023-05-17,2023-05-25,delivered
1670,65,2,2025-05-03,2025-05-15,2025-05-17,paid
1671,444,17,2025-07-29,2025-08-05,2025-08-12,delivered
1672,124,10,2023-05-02,2023-05-16,2023-05-26,delivered
1673,56,2,2023-03-17,2023-03-23,2023-03-30,delivered
1674,380,14,2023-10-24,2023-11-05,,paid
1675,393,19,2025-07-27,2025-08-05,,cancelled
1676,304,19,2024-01-14,2024-01-22,2024-01-30,paid
1677,370,19,2023-10-14,2023-10-16,2023-10-24,delivered
1678,289,17,2025-07-07,2025-07-16,2025-07-23,shipped
1679,197,11,2025-02-14,,,paid
1680,417,7,2024-03-16,2024-03-26,2024-04-01,paid
1681,146,6,2023-05-02,2023-05-10,2023-05-13,shipped
1682,470,9,2024-09-12,2024-09-16,2024-09-19,paid
1683,283,17,2025-02-11,,,delivered
1684,21,18,2024-07-04,2024-07-05,2024-07-06,delivered
1685,145,19,2024-03-12,2024-03-21,,delivered
1686,471,4,2025-01-03,2025-01-17,,cancelled
1687,253,9,2023-03-30,2023-04-04,2023-04-06,returned
1688,412,3,2025-02-01,2025-02-13,,paid
1689,172,9,2024-04-09,2024-04-18,2024-04-20,delivered
1690,162,2,2024-03-19,,,delivered
1691,267,11,2023-07-14,2023-07-25,2023-07-26,cancelled
1692,322,1,2023-09-09,,,delivered
1693,483,8,2024-11-20,,,delivered
1694,249,6,2025-01-21,2025-01-24,2025-01-26,returned
1695,439,7,2023-01-04,2023-01-12,2023-01-16,delivered
1696,20,14,2024-12-05,2024-12-12,2024-12-16,delivered
1697,248,17,2024-11-03,2024-11-08,2024-11-13,delivered
1698,251,13,2024-09-04,2024-09-12,2024-09-16,paid
1699,452,10,2024-03-05,2024-03-11,2024-03-18,paid
1700,238,11,2024-11-07,,,delivered
1701,361,5,2025-03-03,2025-03-17,2025-03-25,delivered
1702,352,8,2023-01-30,2023-02-08,2023-02-15,paid
1703,396,11,2023-09-25,2023-10-02,2023-10-10,delivered
1704,134,2,2023-10-02,2023-10-06,2023-10-07,delivered
1705,210,8,2024-08-09,2024-08-18,2024-08-20,cancelled
1706,315,20,2023-12-04,,,delivered
1707,487,1,2025-04-01,2025-04-14,2025-04-20,delivered
1708,284,3,2024-11-01,,,shipped
1709,275,7,2023-06-10,2023-06-17,2023-06-21,shipped
1710,83,12,2023-12-06,2023-12-15,2023-12-16,created
1711,11,17,2023-04-15,2023-04-28,2023-05-01,shipped
1712,13,8,2024-10-08,2024-10-12,,delivered
1713,417,13,2024-11-02,2024-11-16,2024-11-21,cancelled
1714,40,3,2024-05-31,2024-06-13,2024-06-14,created
1715,426,18,2024-09-11,2024-09-13,2024-09-20,paid
1716,311,10,2025-03-14,2025-03-23,2025-03-28,shipped
1717,104,4,2023-09-28,2023-10-08,2023-10-13,delivered
1718,114,14,2024-07-28,2024-08-02,2024-08-11,delivered
1719,196,1,2024-05-23,2024-05-29,2024-05-31,delivered
1720,296,1,2024-02-11,2024-02-19,2024-02-29,paid
1721,160,11,2023-05-28,2023-05-30,,paid
1722,443,16,2024-08-30,2024-09-02,2024-09-10,delivered
1723,430,19,2025-02-17,2025-03-02,2025-03-09,delivered
1724,173,5,2023-02-07,2023-02-17,2023-02-18,shipped
1725,108,18,2025-03-24,2025-04-01,2025-04-05,delivered
1726,363,16,2024-06-10,2024-06-22,2024-06-24,cancelled
1727,218,3,2024-01-20,,,created
1728,267,4,2023-06-20,,,cancelled
1729,59,2,2025-06-25,2025-06-28,2025-07-07,delivered
1730,384,18,2024-03-04,2024-03-09,,returned
1731,369,9,2024-06-19,2024-06-25,2024-06-28,paid
1732,268,7,2025-04-02,2025-04-14,2025-04-24,shipped
1733,237,7,2025-08-16,2025-08-28,2025-08-31,paid
1734,367,16,2023-01-11,2023-01-14,2023-01-16,returned
1735,3,10,2024-12-19,,,delivered
1736,276,15,2023-12-05,,,delivered
1737,305,6,2023-03-10,2023-03-19,2023-03-25,delivered
1738,476,7,2023-10-09,2023-10-23,2023-10-28,delivered
1739,393,13,2025-08-14,2025-08-23,2025-08-27,paid
1740,79,4,2025-01-18,2025-01-21,2025-01-23,paid
1741,268,19,2024-10-22,2024-10-28,2024-11-07,delivered
1742,495,20,2024-11-15,2024-11-19,2024-11-23,returned
1743,47,20,2023-05-31,,,delivered
1744,1,11,2023-03-21,2023-03-22,,delivered
1745,218,16,2023-12-01,2023-12-14,,delivered
1746,194,13,2024-12-24,2024-12-29,2025-01-04,delivered
1747,453,20,2025-05-12,2025-05-15,2025-05-20,delivered
1748,431,14,2024-07-27,2024-08-08,2024-08-10,delivered
1749,223,12,2023-07-02,,,delivered
1750,239,12,2025-01-15,2025-01-25,2025-01-29,delivered
1751,92,1,2023-07-20,2023-07-29,2023-08-08,delivered
1752,49,12,2025-07-26,2025-07-27,2025-07-28,delivered
1753,329,16,2024-02-12,,,delivered
1754,130,9,2024-10-02,,,delivered
1755,16,16,2024-09-14,2024-09-22,2024-10-01,delivered
1756,20,12,2023-01-30,2023-02-11,2023-02-14,cancelled
1757,68,3,2024-03-05,2024-03-07,,delivered
1758,32,11,2023-04-10,2023-04-15,2023-04-19,delivered
1759,378,1,2023-12-07,2023-12-21,2023-12-24,cancelled
1760,301,12,2024-06-12,,,delivered
1761,214,2,2023-03-08,,,delivered
1762,76,9,2023-03-27,,,created
1763,312,7,2024-12-06,2024-12-09,2024-12-10,delivered
1764,288,12,2023-05-01,2023-05-11,2023-05-13,delivered
1765,238,3,2023-04-30,2023-05-03,2023-05-06,delivered
1766,321,1,2025-02-24,,,created
1767,327,12,2024-04-16,,,delivered
1768,127,10,2025-05-07,2025-05-21,2025-05-24,delivered
1769,195,10,2023-07-02,2023-07-12,2023-07-16,delivered
1770,140,7,2023-07-01,2023-07-06,2023-07-11,paid
1771,182,19,2024-01-08,2024-01-19,2024-01-22,created
1772,428,19,2024-01-30,,,delivered
1773,360,14,2023-12-22,2024-01-02,2024-01-06,delivered
1774,496,17,2024-07-18,2024-07-31,2024-08-09,delivered
1775,133,7,2024-04-23,2024-04-25,2024-04-28,delivered
1776,240,19,2023-11-27,2023-12-04,2023-12-05,delivered
1777,54,12,2025-06-09,2025-06-12,2025-06-18,delivered
1778,463,4,2023-07-11,2023-07-16,2023-07-25,paid
1779,12,15,2025-04-08,2025-04-18,2025-04-25,delivered
1780,243,8,2023-09-16,2023-09-26,2023-10-03,delivered
1781,498,8,2025-02-20,2025-03-01,,delivered
1782,138,19,2024-02-15,2024-02-18,2024-02-23,cancelled
1783,495,17,2023-07-23,2023-08-02,2023-08-05,delivered
1784,404,2,2025-09-20,,,delivered
1785,73,12,2024-04-14,2024-04-22,,paid
1786,453,6,2023-11-05,2023-11-08,2023-11-12,delivered
1787,371,8,2023-06-07,2023-06-21,2023-06-22,delivered
1788,177,4,2024-04-27,2024-05-04,2024-05-12,delivered
1789,426,15,2024-12-24,2024-12-26,2025-01-01,delivered
1790,69,13,2025-03-02,2025-03-07,2025-03-14,delivered
1791,274,3,2023-12-22,2024-01-03,2024-01-04,shipped
1792,312,6,2025-02-25,2025-03-03,2025-03-04,delivered
1793,385,13,2025-07-25,,,shipped
1794,256,7,2023-02-15,2023-02-22,,delivered
1795,93,14,2023-06-04,2023-06-11,2023-06-19,created
1796,491,14,2023-07-03,,,delivered
1797,428,4,2024-04-21,2024-04-27,2024-04-29,delivered
1798,208,1,2023-06-14,2023-06-24,2023-07-02,created
1799,335,13,2024-03-08,2024-03-13,2024-03-15,delivered
1800,411,15,2024-05-29,2024-06-06,2024-06-15,returned
1801,58,6,2024-03-10,2024-03-17,2024-03-19,paid
1802,173,19,2023-09-22,,,delivered
1803,373,15,2024-03-21,,,shipped
1804,63,16,2024-04-16,2024-04-26,2024-05-01,delivered
1805,346,10,2025-02-24,2025-03-05,2025-03-10,delivered
1806,9,15,2023-11-29,2023-11-30,2023-12-06,delivered
1807,273,13,2023-09-12,,,delivered
1808,65,5,2024-10-10,2024-10-15,2024-10-23,delivered
1809,125,17,2024-08-05,2024-08-07,2024-08-08,paid
1810,371,4,2024-01-27,2024-02-08,,cancelled
1811,384,10,2024-03-08,2024-03-11,2024-03-16,delivered
1812,381,3,2025-05-06,2025-05-08,2025-05-18,shipped
1813,156,20,2024-06-10,2024-06-23,2024-06-24,delivered
1814,243,7,2025-02-17,2025-02-22,2025-02-25,shipped
1815,344,2,2024-09-11,2024-09-14,2024-09-19,created
1816,107,1,2025-03-11,2025-03-14,2025-03-22,delivered
1817,500,11,2023-04-10,2023-04-11,2023-04-15,paid
1818,148,20,2025-04-26,2025-05-03,2025-05-09,delivered
1819,244,18,2023-01-13,2023-01-19,2023-01-27,paid
1820,438,16,2023-08-04,2023-08-07,2023-08-12,delivered
1821,339,19,2025-09-17,,,delivered
1822,177,3,2023-08-01,2023-08-10,2023-08-15,delivered
1823,232,15,2023-01-31,,,delivered
1824,320,12,2024-08-01,2024-08-14,,returned
1825,285,16,2023-08-29,2023-09-07,,delivered
1826,436,4,2023-04-10,2023-04-14,2023-04-24,shipped
1827,443,6,2025-02-24,2025-03-08,2025-03-17,delivered
1828,385,7,2024-03-04,2024-03-09,2024-03-15,delivered
1829,341,11,2024-05-29,2024-06-05,2024-06-12,delivered
1830,238,10,2025-04-25,2025-04-28,2025-05-01,delivered
1831,2,18,2025-04-29,2025-05-07,2025-05-09,delivered
1832,335,14,2025-09-24,2025-09-28,2025-10-08,shipped
1833,313,20,2024-05-30,2024-06-09,2024-06-16,cancelled
1834,167,20,2023-09-13,,,delivered
1835,351,3,2025-09-01,2025-09-13,2025-09-20,delivered
1836,443,7,2025-05-20,2025-05-28,2025-06-01,paid
1837,480,7,2023-11-27,,,paid
1838,16,7,2024-08-14,2024-08-18,2024-08-26,returned
1839,408,6,2025-09-23,2025-10-04,,delivered
1840,170,6,2023-09-08,2023-09-10,,created
1841,347,14,2025-06-06,2025-06-14,2025-06-16,delivered
1842,491,9,2025-06-23,2025-06-25,2025-07-05,delivered
1843,274,1,2024-03-25,2024-04-06,,delivered
1844,425,2,2024-01-08,2024-01-17,2024-01-25,delivered
1845,64,4,2023-05-30,2023-06-12,2023-06-14,delivered
1846,188,14,2024-11-03,2024-11-07,2024-11-11,shipped
1847,169,3,2024-04-14,2024-04-22,2024-04-27,delivered
1848,353,15,2023-12-05,2023-12-17,2023-12-22,delivered
1849,390,5,2023-06-01,2023-06-02,2023-06-08,delivered
1850,366,10,2023-11-11,2023-11-14,2023-11-19,delivered
1851,226,10,2023-06-08,2023-06-20,,delivered
1852,440,13,2023-09-21,2023-09-22,2023-10-02,delivered
1853,300,1,2023-09-23,2023-10-02,2023-10-11,delivered
1854,317,6,2025-09-22,2025-09-25,2025-10-04,delivered
1855,192,13,2025-06-05,2025-06-16,2025-06-25,delivered
1856,248,13,2023-01-15,2023-01-17,2023-01-22,shipped
1857,77,9,2024-09-15,2024-09-28,,paid
1858,256,15,2024-08-06,2024-08-07,2024-08-16,cancelled
1859,380,7,2024-01-08,2024-01-15,2024-01-21,delivered
1860,139,18,2025-09-11,2025-09-23,2025-09-25,returned
1861,29,15,2024-08-03,2024-08-07,2024-08-10,delivered
1862,334,8,2023-08-22,2023-08-30,2023-09-09,shipped
1863,143,3,2025-01-30,,,delivered
1864,33,5,2024-06-19,2024-06-23,2024-07-03,delivered
1865,245,15,2023-04-11,2023-04-24,,delivered
1866,38,7,2024-05-04,,,paid
1867,102,4,2024-07-09,2024-07-19,2024-07-29,created
1868,221,4,2025-01-07,2025-01-20,2025-01-30,delivered
1869,315,15,2023-01-01,2023-01-08,2023-01-16,delivered
1870,169,17,2024-05-09,2024-05-20,2024-05-29,shipped
1871,141,18,2024-05-30,2024-06-07,,delivered
1872,94,16,2023-01-07,2023-01-16,2023-01-19,paid
1873,390,14,2024-11-20,2024-12-04,2024-12-13,delivered
1874,100,4,2025-02-20,2025-02-25,2025-03-03,delivered
1875,242,4,2024-12-02,2024-12-12,2024-12-15,delivered
1876,99,13,2025-03-15,,,paid
1877,340,6,2023-11-30,2023-12-08,2023-12-15,delivered
1878,138,8,2025-08-13,2025-08-27,2025-09-02,paid
1879,171,12,2025-04-29,2025-05-07,2025-05-17,delivered
1880,214,1,2025-02-19,2025-02-20,2025-02-26,delivered
1881,72,15,2025-02-24,2025-03-10,2025-03-14,delivered
1882,132,10,2025-05-02,2025-05-08,2025-05-15,delivered
1883,287,7,2025-03-27,2025-04-05,2025-04-10,paid
1884,125,6,2023-11-30,2023-12-12,2023-12-13,delivered
1885,200,16,2023-09-13,2023-09-23,2023-09-24,paid
1886,328,11,2023-10-10,2023-10-18,2023-10-20,delivered
1887,451,3,2023-11-29,2023-12-11,2023-12-14,cancelled
1888,302,10,2024-08-10,,,paid
1889,126,11,2024-08-09,2024-08-20,2024-08-29,delivered
1890,354,1,2023-05-24,2023-05-26,2023-06-01,returned
1891,185,15,2025-02-04,2025-02-07,2025-02-11,delivered
1892,171,7,2024-11-24,2024-11-29,2024-11-30,paid
1893,329,14,2024-03-13,2024-03-21,2024-03-30,paid
1894,263,12,2023-01-17,2023-01-18,2023-01-24,delivered
1895,252,10,2024-08-11,2024-08-13,2024-08-23,paid
1896,286,4,2024-06-28,,,delivered
1897,436,3,2024-08-10,2024-08-20,2024-08-24,delivered
1898,393,14,2025-04-17,2025-04-25,2025-04-28,delivered
1899,38,6,2024-10-25,2024-11-02,2024-11-09,cancelled
1900,206,19,2023-10-28,,,delivered
1901,10,1,2023-08-19,2023-08-22,2023-08-26,delivered
1902,394,11,2024-06-29,2024-07-10,2024-07-20,cancelled
1903,458,19,2023-06-06,,,paid
1904,158,6,2023-04-14,,,delivered
1905,433,2,2025-03-09,,,delivered
1906,36,11,2025-06-10,2025-06-14,2025-06-18,delivered
1907,218,9,2023-08-27,2023-08-31,2023-09-01,paid
1908,461,15,2023-05-07,2023-05-14,,cancelled
1909,438,7,2024-01-25,,,delivered
1910,102,7,2025-02-28,2025-03-14,,returned
1911,260,19,2025-01-11,2025-01-14,2025-01-16,cancelled
1912,380,20,2024-01-02,2024-01-08,2024-01-12,returned
1913,410,17,2024-01-04,2024-01-13,,delivered
1914,4,13,2025-04-02,2025-04-16,,delivered
1915,159,3,2024-03-20,2024-03-31,2024-04-02,delivered
1916,415,13,2025-06-15,2025-06-20,2025-06-26,created
1917,434,8,2023-07-01,2023-07-04,2023-07-07,delivered
1918,391,2,2023-03-04,2023-03-08,2023-03-13,delivered
1919,213,6,2024-03-05,,,cancelled
1920,495,5,2025-01-29,2025-02-09,2025-02-11,delivered
1921,16,16,2023-07-28,2023-08-08,2023-08-13,delivered
1922,15,1,2023-12-06,,,delivered
1923,377,5,2025-07-24,2025-08-02,2025-08-12,delivered
1924,87,6,2023-04-13,,,cancelled
1925,48,14,2023-03-09,,,delivered
1926,213,18,2024-03-26,,,delivered
1927,327,1,2023-11-15,2023-11-20,,delivered
1928,188,20,2024-11-15,2024-11-23,2024-12-03,paid
1929,113,17,2023-05-13,2023-05-16,2023-05-18,delivered
1930,368,13,2023-10-17,2023-10-19,2023-10-24,paid
1931,338,10,2023-12-03,2023-12-11,2023-12-20,delivered
1932,453,9,2025-02-17,2025-02-23,2025-02-26,delivered
1933,479,2,2025-02-04,2025-02-11,2025-02-15,returned
1934,8,5,2024-10-11,,,delivered
1935,83,13,2023-11-27,,,delivered
1936,440,12,2023-07-12,2023-07-26,2023-08-02,delivered
1937,110,15,2024-09-28,2024-10-06,,shipped
1938,394,17,2025-08-04,2025-08-07,2025-08-15,delivered
1939,234,4,2024-11-15,2024-11-28,2024-11-30,delivered
1940,219,1,2025-09-14,2025-09-16,2025-09-24,delivered
1941,62,18,2024-12-30,2025-01-13,2025-01-21,delivered
1942,482,3,2025-09-16,2025-09-25,2025-10-04,paid
1943,431,8,2025-03-05,,,delivered
1944,182,17,2024-09-07,2024-09-17,2024-09-26,created
1945,273,12,2024-07-06,2024-07-15,2024-07-18,paid
1946,85,20,2023-08-20,2023-09-02,2023-09-11,cancelled
1947,313,14,2025-05-28,2025-05-29,2025-06-05,shipped
1948,462,17,2025-09-22,2025-09-30,2025-10-03,delivered
1949,154,1,2023-03-18,2023-03-27,2023-03-31,cancelled
1950,314,20,2025-09-09,,,delivered
1951,72,5,2024-05-07,2024-05-20,2024-05-24,delivered
1952,82,14,2024-02-05,2024-02-09,2024-02-11,shipped
1953,486,9,2023-05-24,2023-05-26,2023-06-05,cancelled
1954,78,7,2024-03-30,,,shipped
1955,168,1,2024-10-14,,,delivered
1956,53,20,2024-04-27,2024-05-05,2024-05-07,delivered
1957,313,15,2023-06-07,,,returned
1958,467,11,2025-06-15,2025-06-16,2025-06-21,paid
1959,239,14,2024-08-22,,,delivered
1960,444,16,2025-02-15,2025-02-24,,returned
1961,309,20,2025-06-04,2025-06-18,2025-06-26,delivered
1962,494,14,2024-03-07,,,paid
1963,395,9,2025-05-12,2025-05-17,2025-05-26,delivered
1964,342,9,2024-01-01,,,paid
1965,413,16,2023-09-06,2023-09-10,2023-09-15,paid
1966,400,16,2024-07-28,2024-08-07,2024-08-16,cancelled
1967,342,13,2023-02-13,2023-02-23,2023-02-25,delivered
1968,61,8,2024-01-05,2024-01-17,2024-01-24,delivered
1969,368,2,2023-12-22,2023-12-30,2024-01-09,cancelled
1970,20,13,2025-04-12,2025-04-24,2025-04-25,shipped
1971,93,1,2024-10-07,2024-10-09,2024-10-16,delivered
1972,374,15,2025-05-19,2025-05-25,2025-05-31,delivered
1973,495,8,2023-10-11,2023-10-12,2023-10-17,delivered
1974,83,7,2024-07-25,2024-08-03,2024-08-10,delivered
1975,400,6,2025-05-14,2025-05-16,2025-05-26,delivered
1976,413,8,2023-11-21,2023-11-23,2023-11-25,delivered
1977,161,20,2024-05-24,2024-06-06,2024-06-11,cancelled
1978,249,12,2023-12-12,2023-12-18,2023-12-21,delivered
1979,58,7,2024-08-18,2024-08-27,2024-09-05,shipped
1980,287,18,2023-07-02,2023-07-14,,paid
1981,365,20,2025-07-25,2025-08-01,2025-08-04,delivered
1982,273,12,2024-02-11,,,delivered
1983,433,10,2024-09-20,2024-09-22,2024-09-26,delivered
1984,21,8,2024-07-15,,,returned
1985,14,16,2023-08-18,2023-08-22,2023-08-26,delivered
1986,416,7,2023-05-29,,,shipped
1987,11,20,2024-05-09,2024-05-16,2024-05-26,paid
1988,96,17,2024-08-17,2024-08-27,2024-09-03,delivered
